title,note,url,tags,comment,source_list,status,google_place_id,google_name,google_maps_uri,formatted_address,neighborhood,city,state,country,country_code,postal_code,latitude,longitude,primary_type,google_types,business_status,google_rating,review_count,price_level,match_status
Chabela Bocaderia & Ultramarinos,"Gran lugar de tapas, vermut y asi! ",https://www.google.com/maps/place/Chabela+Bocaderia+%26+Ultramarinos/data=!4m2!3m1!1s0x85d1ff00506da84f:0x5d5778254a9f0bf,,,CDMX,visited,ChIJT6htUAD_0YURv_CpVIJ31QU,Chabela Bocaderia & Ultramarinos,https://maps.google.com/?cid=420373541878886591&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"Calle Gral. Juan Cano 59, San Miguel Chapultepec II Secc, Miguel Hidalgo, 11850 Ciudad de México, CDMX, Mexico",San Miguel Chapultepec II Sección,Ciudad de México,Ciudad de México,Mexico,MX,11850,19.413191599999998,-99.18458389999999,restaurant,"restaurant, food, point_of_interest, establishment",OPERATIONAL,4.6,251.0,PRICE_LEVEL_EXPENSIVE,RESOLVED_FROM_URL
Del Rio Café,Deli cafe chiquito para sentarte (mxn hjem),https://www.google.com/maps/place/Del+Rio+Caf%C3%A9/data=!4m2!3m1!1s0x85d1ff0007e2fdd9:0x8d6001df6b2205ca,,,CDMX,visited,ChIJ2f3iBwD_0YURygUia98BYI0,Del Rio Café,https://maps.google.com/?cid=10187144416198788554&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"Yautepec 88-C, Colonia Condesa, Cuauhtémoc, 06140 Ciudad de México, CDMX, Mexico",Colonia Condesa,Ciudad de México,Ciudad de México,Mexico,MX,06140,19.4126804,-99.177205,coffee_shop,"coffee_shop, cafe, food_store, store, point_of_interest, food, establishment",OPERATIONAL,5.0,38.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
Castacán,"Tacos de cochinita deli, me quede con ganas de probar el de verduras",https://www.google.com/maps/place/Castac%C3%A1n/data=!4m2!3m1!1s0x85d1ffe455fe5163:0xef73e31f17baebfd,,,CDMX,visited,ChIJY1H-VeT_0YUR_eu6Fx_jc-8,Castacán,https://maps.google.com/?cid=17254384320068119549&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"Puebla 387, Roma Nte., Cuauhtémoc, 06700 Ciudad de México, CDMX, Mexico",Roma Norte,Ciudad de México,Ciudad de México,Mexico,MX,06700,19.4202571,-99.17448619999999,restaurant,"restaurant, food, point_of_interest, establishment",OPERATIONAL,4.3,546.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
Cedrón,,https://www.google.com/maps/place/Cedr%C3%B3n/data=!4m2!3m1!1s0x85d1ff45ade25bd5:0x790a7f333843cc92,,,CDMX,visited,ChIJ1VvirUX_0YURksxDODN_Cnk,Cedrón,https://maps.google.com/?cid=8721923486320413842&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"Av. Mazatlan 24, Colonia Condesa, Cuauhtémoc, 06140 Ciudad de México, CDMX, Mexico",Colonia Condesa,Ciudad de México,Ciudad de México,Mexico,MX,06140,19.4168178,-99.175432,french_restaurant,"french_restaurant, breakfast_restaurant, restaurant, food, point_of_interest, establishment",OPERATIONAL,4.2,1822.0,,RESOLVED_FROM_URL
Restaurante Torino Santa Fe,,https://www.google.com/maps/place/Restaurante+Torino+Santa+Fe/data=!4m2!3m1!1s0x85d20188fdfc6111:0x39ebe85736e890f,,,CDMX,visited,ChIJEWH8_YgB0oURD4luc4W-ngM,Restaurante Torino Santa Fe,https://maps.google.com/?cid=260855308810619151&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"Vasco de Quiroga 3200, Santa Fe, Lomas de Sta Fé, Álvaro Obregón, 01210 Ciudad de México, CDMX, Mexico",Santa Fe,Ciudad de México,Ciudad de México,Mexico,MX,01210,19.366092599999998,-99.2647628,italian_restaurant,"italian_restaurant, restaurant, food, point_of_interest, establishment",OPERATIONAL,4.6,2543.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
SARDE,,https://www.google.com/maps/place/SARDE/data=!4m2!3m1!1s0x85d1ffda2e3c4625:0x4f6da15866a4129a,,,CDMX,visited,ChIJJUY8Ltr_0YURmhKkZlihbU8,SARDE,https://maps.google.com/?cid=5723408102508991130&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"Puebla, Roma, Cuauhtémoc, 06700 Ciudad de México, CDMX, Mexico",Roma,Ciudad de México,Ciudad de México,Mexico,MX,06700,19.4230911,-99.15981149999999,restaurant,"restaurant, seafood_restaurant, food, point_of_interest, establishment",OPERATIONAL,4.4,415.0,PRICE_LEVEL_VERY_EXPENSIVE,RESOLVED_FROM_URL
Merotoro,,https://www.google.com/maps/place/Merotoro/data=!4m2!3m1!1s0x85d1ff4041c7d6cd:0xc942a461f2b15ad5,,,CDMX,visited,ChIJzdbHQUD_0YUR1Vqx8mGkQsk,Merotoro,https://maps.google.com/?cid=14502334490676910805&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"Ámsterdam 204, Hipódromo, Cuauhtémoc, 06100 Ciudad de México, CDMX, Mexico",Hipódromo,Ciudad de México,Ciudad de México,Mexico,MX,06100,19.4096588,-99.1698509,restaurant,"restaurant, bar_and_grill, mexican_restaurant, bar, food, point_of_interest, establishment",OPERATIONAL,4.5,1691.0,,RESOLVED_FROM_URL
Chiquitito Café,,https://www.google.com/maps/place/Chiquitito+Caf%C3%A9/data=!4m2!3m1!1s0x85d1ff003c836799:0x93c1c2ab4e07ed7,,,CDMX,visited,ChIJmWeDPAD_0YUR137gtCocPAk,Chiquitito Café,https://maps.google.com/?cid=665437814692806359&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"Fernando Montes de Oca 85, Colonia Condesa, Cuauhtémoc, 06140 Ciudad de México, CDMX, Mexico",Colonia Condesa,Ciudad de México,Ciudad de México,Mexico,MX,06140,19.4140262,-99.1765874,coffee_shop,"coffee_shop, cafe, food_store, store, food, point_of_interest, establishment",OPERATIONAL,4.4,208.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
TRAMPA,Buenos drinks,https://www.google.com/maps/place/TRAMPA/data=!4m2!3m1!1s0x85d1ffa0cb54bb0f:0x69f391760918ecee,,,CDMX,visited,ChIJD7tUy6D_0YUR7uwYCXaR82k,TRAMPA,https://maps.google.com/?cid=7634605729467919598&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"Alfonso Reyes 120, Hipódromo Condesa, Cuauhtémoc, 06170 Ciudad de México, CDMX, Mexico",Hipódromo Condesa,Ciudad de México,Ciudad de México,Mexico,MX,06170,19.409179599999998,-99.1772637,bar,"bar, cocktail_bar, point_of_interest, establishment",OPERATIONAL,4.7,293.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
Caiman,Buen bar,https://www.google.com/maps/place/Caiman/data=!4m2!3m1!1s0x85d1ff474cf3aba9:0x251fd7705986d040,,,CDMX,visited,ChIJqavzTEf_0YURQNCGWXDXHyU,Caiman,https://maps.google.com/?cid=2675093581219680320&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"Av. Nuevo León 120, Hipódromo, Cuauhtémoc, 06100 Ciudad de México, CDMX, Mexico",Hipódromo,Ciudad de México,Ciudad de México,Mexico,MX,06100,19.4106158,-99.1725293,bar,"bar, point_of_interest, establishment",OPERATIONAL,4.2,244.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
El Mekong ទន្លេមេគង្គ,Cantina asiatica con un taco de birria deli! Lo demas pica demasiado como asiatico spicy,https://www.google.com/maps/place/El+Mekong+%E1%9E%91%E1%9E%93%E1%9F%92%E1%9E%9B%E1%9F%81%E1%9E%98%E1%9F%81%E1%9E%82%E1%9E%84%E1%9F%92%E1%9E%82/data=!4m2!3m1!1s0x85d1ff0074baeca7:0xea92db7da3f4c31b,,,CDMX,visited,ChIJp-y6dAD_0YURG8P0o33bkuo,El Mekong ទន្លេមេគង្គ,https://maps.google.com/?cid=16902813684143014683&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"Av. Tamaulipas 145, Hipódromo Condesa, Cuauhtémoc, 06170 Ciudad de México, CDMX, Mexico",Hipódromo Condesa,Ciudad de México,Ciudad de México,Mexico,MX,06170,19.4094682,-99.1760728,restaurant,"restaurant, food, point_of_interest, establishment",OPERATIONAL,4.6,796.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
Hugo,Wine bar favorito de la cdmx. Gran lugar para cenar en date y compartir platos. Buena musica. Los ñoquis son buenisimos,https://www.google.com/maps/place/Hugo/data=!4m2!3m1!1s0x85d1ffdaf4634243:0xd185f7e52f6b9716,,,CDMX,visited,ChIJQ0Jj9Nr_0YURFpdrL-X3hdE,Hugo,https://maps.google.com/?cid=15097745889544607510&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"Av. Veracruz 38, Roma Nte., Cuauhtémoc, 06700 Ciudad de México, CDMX, Mexico",Roma Norte,Ciudad de México,Ciudad de México,Mexico,MX,06700,19.4186677,-99.1751855,wine_bar,"wine_bar, bar, point_of_interest, food, establishment",OPERATIONAL,4.4,585.0,,RESOLVED_FROM_URL
Botánico,Muy buen restaurante y tiene una terraza que puedes apartar para drinks y botanas con mas personas. Las tostadas de atun impresionantes,https://www.google.com/maps/place/Bot%C3%A1nico/data=!4m2!3m1!1s0x85d1ffa6074f148f:0x72687d1fd40d86cd,,,CDMX,visited,ChIJjxRPB6b_0YURzYYN1B99aHI,Botánico,https://maps.google.com/?cid=8243976693556807373&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"Alfonso Reyes 217, Colonia Condesa, Cuauhtémoc, 06100 Ciudad de México, CDMX, Mexico",Colonia Condesa,Ciudad de México,Ciudad de México,Mexico,MX,06100,19.4070422,-99.1739748,restaurant,"restaurant, point_of_interest, food, establishment",OPERATIONAL,4.1,1441.0,PRICE_LEVEL_VERY_EXPENSIVE,RESOLVED_FROM_URL
Restaurante Castizo,Buen restaurante español con muchas opciones de mesa depende el plan. Buenisimos los arroces y las flores de calabaza rellenas de queso,https://www.google.com/maps/place/Restaurante+Castizo/data=!4m2!3m1!1s0x85d1ff09aa344311:0xb7eb81da3b6c75dd,,,CDMX,visited,ChIJEUM0qgn_0YUR3XVsO9qB67c,CASTIZO CONDESA,https://maps.google.com/?cid=13252829102767633885&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"C. Chilpancingo 46, Colonia Condesa, Cuauhtémoc, 06100 Ciudad de México, CDMX, Mexico",Colonia Condesa,Ciudad de México,Ciudad de México,Mexico,MX,06100,19.407987,-99.1696387,restaurant,"restaurant, mediterranean_restaurant, spanish_restaurant, point_of_interest, food, establishment",OPERATIONAL,4.7,2423.0,,RESOLVED_FROM_URL
Koku,"Sushi casual favorito de la cdmx. El menu es muy extenso y tienen de todo, desde rollos hasta ramen. Sushi cakes de atun y rollo callo con elote",https://www.google.com/maps/place/Koku/data=!4m2!3m1!1s0x85d1ff5fb2fc892f:0x99cab7751b11c703,,,CDMX,visited,ChIJL4n8sl__0YURA8cRG3W3ypk,Koku,https://maps.google.com/?cid=11081871546691733251&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"Iztaccihuatl 54, Colonia Condesa, Cuauhtémoc, 06100 Ciudad de México, CDMX, Mexico",Colonia Condesa,Ciudad de México,Ciudad de México,Mexico,MX,06100,19.4102567,-99.16933619999999,japanese_restaurant,"japanese_restaurant, sushi_restaurant, restaurant, food, point_of_interest, establishment",OPERATIONAL,4.3,1744.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
ODETTE CONDESA,Muy buen cafe y excelente ubicacion y local. El pan lo hacen al momento,https://www.google.com/maps/place/ODETTE+CONDESA/data=!4m2!3m1!1s0x85d1ff05f3996019:0x4fbf318d62cb98d7,,,CDMX,visited,ChIJGWCZ8wX_0YUR15jLYo0xv08,ODETTE CONDESA,https://maps.google.com/?cid=5746366132865702103&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"Pl. Popocatépetl 35, Hipódromo, Cuauhtémoc, 06100 Ciudad de México, CDMX, Mexico",Hipódromo,Ciudad de México,Ciudad de México,Mexico,MX,06100,19.4151766,-99.1677824,bakery,"bakery, food_store, store, food, point_of_interest, establishment",OPERATIONAL,4.3,1619.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
Canton Mexicali 廣東墨西加利,El mejor restaurante chino de la CDMX probablemente. Buenos los dan dan cacahuate y el pollo general. Cierra tarde,https://www.google.com/maps/place/Canton+Mexicali+%E5%BB%A3%E6%9D%B1%E5%A2%A8%E8%A5%BF%E5%8A%A0%E5%88%A9/data=!4m2!3m1!1s0x85d1ff8cad92027f:0x5c6cc10b834e50fa,,,CDMX,visited,ChIJfwKSrYz_0YUR-lBOgwvBbFw,Canton Mexicali Condesa,https://maps.google.com/?cid=6659910204165869818&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"Av. Álvaro Obregón 264, Hipódromo, Cuauhtémoc, 06100 Ciudad de México, CDMX, Mexico",Hipódromo,Ciudad de México,Ciudad de México,Mexico,MX,06100,19.4165048,-99.16765300000002,chinese_restaurant,"chinese_restaurant, restaurant, food, point_of_interest, establishment",OPERATIONAL,4.4,2324.0,PRICE_LEVEL_EXPENSIVE,RESOLVED_FROM_URL
Bobo Burgers & Café (Condesa),,https://www.google.com/maps/place/Bobo+Burgers+%26+Caf%C3%A9+(Condesa)/data=!4m2!3m1!1s0x85d1ff69ffdd7f8d:0x4da164a55500a1c0,,,CDMX,visited,ChIJjX_d_2n_0YURwKEAVaVkoU0,Bobo Burgers & Café (Condesa),https://maps.google.com/?cid=5593862873429352896&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"Av. Tamaulipas 125, Hipódromo Condesa, Cuauhtémoc, 06170 Ciudad de México, CDMX, Mexico",Hipódromo Condesa,Ciudad de México,Ciudad de México,Mexico,MX,06170,19.409912,-99.1755998,fast_food_restaurant,"fast_food_restaurant, hamburger_restaurant, american_restaurant, restaurant, food, point_of_interest, establishment",OPERATIONAL,4.6,6241.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
CIENA,,https://www.google.com/maps/place/CIENA/data=!4m2!3m1!1s0x85d1ff42c8645973:0x345df2fea91984a,,,CDMX,visited,ChIJc1lkyEL_0YURSpiR6i_fRQM,CIENA,https://maps.google.com/?cid=235839952398686282&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"Alfonso Reyes 101, Colonia Condesa, Cuauhtémoc, 06170 Ciudad de México, CDMX, Mexico",Colonia Condesa,Ciudad de México,Ciudad de México,Mexico,MX,06170,19.409131,-99.1781752,restaurant,"restaurant, food, point_of_interest, establishment",OPERATIONAL,4.4,979.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
Tacos Los Caramelos - Condesa,,https://www.google.com/maps/place/Tacos+Los+Caramelos+-+Condesa/data=!4m2!3m1!1s0x85d1ff1a09ae75db:0x86da44977d2c5293,,,CDMX,visited,ChIJ23WuCRr_0YURk1IsfZdE2oY,Tacos Los Caramelos - Condesa,https://maps.google.com/?cid=9717154563436073619&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"Av Michoacán 93, Colonia Condesa, Cuauhtémoc, 06140 Ciudad de México, CDMX, Mexico",Colonia Condesa,Ciudad de México,Ciudad de México,Mexico,MX,06140,19.4116547,-99.174787,restaurant,"restaurant, food, point_of_interest, establishment",OPERATIONAL,4.8,1656.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
El Jugador Número 12,,https://www.google.com/maps/place/El+Jugador+N%C3%BAmero+12/data=!4m2!3m1!1s0x85d1ffe60ac6f3fd:0x62c19ebcbcb9cf6,,,CDMX,visited,ChIJ_fPGCub_0YUR9pzLy-sZLAY,El Jugador Número 12,https://maps.google.com/?cid=444758963729964278&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"C.Colima 220, Roma Nte., Cuauhtémoc, 06700 Ciudad de México, CDMX, Mexico",Roma Norte,Ciudad de México,Ciudad de México,Mexico,MX,06700,19.4191377,-99.16215629999999,store,"store, point_of_interest, establishment",OPERATIONAL,4.9,230.0,,RESOLVED_FROM_URL
Nima Local House Hotel & Spa,,https://www.google.com/maps/place/Nima+Local+House+Hotel+%26+Spa/data=!4m2!3m1!1s0x85d1ff39f1ac222b:0x179fc326efc6b5e7,,,CDMX,visited,ChIJKyKs8Tn_0YUR57XG7ybDnxc,Nima Local House Hotel & Spa,https://maps.google.com/?cid=1702293756168287719&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"C.Colima 236, Roma Nte., Cuauhtémoc, 06700 Ciudad de México, CDMX, Mexico",Roma Norte,Ciudad de México,Ciudad de México,Mexico,MX,06700,19.419141,-99.162724,hotel,"hotel, lodging, point_of_interest, establishment",OPERATIONAL,4.8,137.0,,RESOLVED_FROM_URL
Huset,,https://www.google.com/maps/place/Huset/data=!4m2!3m1!1s0x85d1ff39c1498751:0x1da7bb872877380e,,,CDMX,visited,ChIJUYdJwTn_0YURDjh3KIe7px0,Huset,https://maps.google.com/?cid=2136882737384470542&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"C.Colima 256, Roma Nte., Cuauhtémoc, 06700 Ciudad de México, CDMX, Mexico",Roma Norte,Ciudad de México,Ciudad de México,Mexico,MX,06700,19.418919499999998,-99.1637939,mexican_restaurant,"mexican_restaurant, breakfast_restaurant, restaurant, food, point_of_interest, establishment",OPERATIONAL,4.4,4259.0,,RESOLVED_FROM_URL
Maizajo,,https://www.google.com/maps/place/Maizajo/data=!4m2!3m1!1s0x85d1f8662726bc5d:0xd437703208a9d19a,,,CDMX,visited,ChIJXbwmJ2b40YURmtGpCDJwN9Q,Maizajo,https://maps.google.com/?cid=15291814419955831194&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"Fernando Montes de Oca 113, Colonia Condesa, Cuauhtémoc, 06140 Ciudad de México, CDMX, Mexico",Colonia Condesa,Ciudad de México,Ciudad de México,Mexico,MX,06140,19.4148572,-99.1781999,mexican_restaurant,"mexican_restaurant, taco_restaurant, food_store, store, restaurant, food, point_of_interest, establishment",OPERATIONAL,4.1,2199.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
Café de Nadie,,https://www.google.com/maps/place/Caf%C3%A9+de+Nadie/data=!4m2!3m1!1s0x85d1ff1edbce70ff:0xdb713a3a894989bc,,,CDMX,visited,ChIJ_3DO2x7_0YURvIlJiTo6cds,Café de Nadie,https://maps.google.com/?cid=15812483789760334268&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"Chihuahua 135, Roma Nte., Cuauhtémoc, 06700 Ciudad de México, CDMX, Mexico",Roma Norte,Ciudad de México,Ciudad de México,Mexico,MX,06700,19.417402,-99.1605353,bar,"bar, point_of_interest, establishment",OPERATIONAL,4.0,871.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
Marmota,,https://www.google.com/maps/place/Marmota/data=!4m2!3m1!1s0x85d1ff15961c2aaf:0xcd3331459a131b84,,,CDMX,visited,ChIJryoclhX_0YURhBsTmkUxM80,Marmota,https://maps.google.com/?cid=14786216176594918276&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"Plaza Río de Janeiro 53, Roma Nte., Cuauhtémoc, 06700 Ciudad de México, CDMX, Mexico",Roma Norte,Ciudad de México,Ciudad de México,Mexico,MX,06700,19.4211857,-99.1610736,restaurant,"restaurant, food, point_of_interest, establishment",OPERATIONAL,4.7,2144.0,,RESOLVED_FROM_URL
ODETTE,,https://www.google.com/maps/place/ODETTE/data=!4m2!3m1!1s0x85d2019ed4e5d627:0xb699296e5b1042c,,,CDMX,visited,ChIJJ9bl1J4B0oURLASx5ZaSaQs,ODETTE,https://maps.google.com/?cid=822349583768159276&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"Monte Líbano 915-Loc 18 B, Lomas de Chapultepec, Miguel Hidalgo, 11000 Ciudad de México, CDMX, Mexico",Lomas de Chapultepec,Ciudad de México,Ciudad de México,Mexico,MX,11000,19.4155871,-99.225923,bakery,"bakery, food_store, food, point_of_interest, store, establishment",OPERATIONAL,4.5,721.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
Koku,Rollo de elote,https://www.google.com/maps/place/Koku/data=!4m2!3m1!1s0x85d1ff35125b2955:0xe1b2bed9ffa11fb,,,CDMX,visited,ChIJVSlbEjX_0YUR-xH6n-0rGw4,Koku,https://maps.google.com/?cid=1016454440493388283&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"C. Río Lerma 94C, Cuauhtémoc, 06500 Ciudad de México, CDMX, Mexico",Cuauhtémoc,Ciudad de México,Ciudad de México,Mexico,MX,06500,19.4297267,-99.16609489999999,japanese_restaurant,"japanese_restaurant, sushi_restaurant, restaurant, food, point_of_interest, establishment",OPERATIONAL,4.4,5185.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
Miru,,https://www.google.com/maps/place/Miru/data=!4m2!3m1!1s0x85d2016e34b602c5:0x6373183a8add04ad,,,CDMX,visited,ChIJxQK2NG4B0oURrQTdijoYc2M,Miru,https://maps.google.com/?cid=7166098071793501357&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"Ariosto 16, Polanco, Polanco III Secc, Miguel Hidalgo, 11540 Ciudad de México, CDMX, Mexico",Polanco,Ciudad de México,Ciudad de México,Mexico,MX,11540,19.4296094,-99.200436,japanese_restaurant,"japanese_restaurant, restaurant, food, point_of_interest, establishment",OPERATIONAL,4.5,197.0,,RESOLVED_FROM_URL
Tokyo Music Bar,,https://www.google.com/maps/place/Tokyo+Music+Bar/data=!4m2!3m1!1s0x85d1ff8d7e6f294d:0x6f07f510fc94e4aa,,,CDMX,visited,ChIJTSlvfo3_0YURquSU_BD1B28,Tokyo Music Bar,https://maps.google.com/?cid=8000632716352873642&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"Río Pánuco 132, Cuauhtémoc, 06500 Ciudad de México, CDMX, Mexico",Cuauhtémoc,Ciudad de México,Ciudad de México,Mexico,MX,06500,19.4295628,-99.1696231,bar,"bar, point_of_interest, establishment",OPERATIONAL,3.9,486.0,PRICE_LEVEL_EXPENSIVE,RESOLVED_FROM_URL
Le Tachinomi Desu,Restaurante mini y de mis favoritos,https://www.google.com/maps/place/Le+Tachinomi+Desu/data=!4m2!3m1!1s0x85d1ff4aec23a511:0x282bd999a031aec,,,CDMX,visited,ChIJEaUj7Er_0YUR7BoDmpm9ggI,Le Tachinomi Desu,https://maps.google.com/?cid=180915402459781868&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"Río Pánuco 132-1a, Cuauhtémoc, 06500 Ciudad de México, CDMX, Mexico",Cuauhtémoc,Ciudad de México,Ciudad de México,Mexico,MX,06500,19.4295628,-99.1696231,bar,"bar, restaurant, food, point_of_interest, establishment",OPERATIONAL,4.6,345.0,,RESOLVED_FROM_URL
ololo,Bar deli,https://www.google.com/maps/place/ololo/data=!4m2!3m1!1s0x85d1ff789601db3b:0x185e5746da0e77f6,,,CDMX,visited,ChIJO9sBlnj_0YUR9ncO2kZXXhg,ololo,https://maps.google.com/?cid=1755936866538780662&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"Chicontepec 57, Hipódromo Condesa, Cuauhtémoc, 06170 Ciudad de México, CDMX, Mexico",Hipódromo Condesa,Ciudad de México,Ciudad de México,Mexico,MX,06170,19.4097379,-99.1807219,bar,"bar, point_of_interest, establishment",OPERATIONAL,3.9,264.0,PRICE_LEVEL_EXPENSIVE,RESOLVED_FROM_URL
Sesame,Baos deli,https://www.google.com/maps/place/Sesame/data=!4m2!3m1!1s0x85d1ff3a7484228b:0xa00a3a365e24ff87,,,CDMX,visited,ChIJiyKEdDr_0YURh_8kXjY6CqA,Sesame,https://maps.google.com/?cid=11532093801017704327&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"C.Colima 183, Roma Nte., Cuauhtémoc, 06700 Ciudad de México, CDMX, Mexico",Roma Norte,Ciudad de México,Ciudad de México,Mexico,MX,06700,19.419866,-99.16069759999999,asian_restaurant,"asian_restaurant, bar, restaurant, food, point_of_interest, establishment",OPERATIONAL,4.4,1650.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
Niddo Oxford,,https://www.google.com/maps/place/Niddo+Oxford/data=!4m2!3m1!1s0x85d1ffeb20a1918b:0x80ec2e159839511d,,,CDMX,visited,ChIJi5GhIOv_0YURHVE5mBUu7IA,Niddo Oxford,https://maps.google.com/?cid=9289850801641574685&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"Oxford 12, Juárez, Cuauhtémoc, 06600 Ciudad de México, CDMX, Mexico",Juárez,Ciudad de México,Ciudad de México,Mexico,MX,06600,19.4253786,-99.1694495,restaurant,"restaurant, food, point_of_interest, establishment",OPERATIONAL,4.6,914.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
